X,Y,OBJECTID,Site_Name,Site_Score,Site_EPA_ID,SEMS_ID,SITS_ID,Region_ID,State,City,County,Status,Longitude,Latitude,Proposed_Date,Listing_Date,Construction_Completion_Date,Construction_Completion_Number,NOID_Date,Deletion_Date,Site_Listing_Narrative,Site_Progress_Profile,Notice_of_Data_Availability,Proposed_FR_Notice,Deletion_FR_Notice,Final_FR_Notice,NOID_FR_Notice,Restoration_FR_Notice_Jumper_Pa,Site_has_had_a_Partial_Deletion,CreationDate,Creator,EditDate,Editor,ObjectId2
-75.58945,42.160419,,Colesville Municipal Landfill,30.26,NYD980768691,202237,218,2,New York,Town of Colesville,Broome,NPL Site,-75.58945,42.160419,10/15/1984,06/10/1986,09/22/2004,915,,,"<a href=""https://semspub.epa.gov/src/document/02/363582"" target=""_blank"">NYD980768691 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202237"" target=""_blank"">Colesville Municipal Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,No,,,,,1454
-74.905917,39.729722,,Lightman Drum Company,42.03,NJD014743678,200280,1562,2,New Jersey,Winslow Township,Camden,NPL Site,-74.905917,39.729722,07/22/1999,10/22/1999,09/30/2021,1228,,,"<a href=""https://semspub.epa.gov/src/document/02/363495"" target=""_blank"">NJD014743678 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200280"" target=""_blank"">Lightman Drum Company</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-07-22/pdf/99-18603.pdf"" target=""_blank"">07/22/1999 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-10-22/pdf/99-27537.pdf"" target=""_blank"">10/22/1999 (PDF)</a>",,,No,,,,,1455
-75.35555,40.086939,,Henderson Road,41.69,PAD009862939,300847,313,3,Pennsylvania,Upper Merion Township,Montgomery,NPL Site,-75.35555,40.086939,09/08/1983,09/21/1984,10/28/1992,150,,,"<a href=""https://semspub.epa.gov/src/document/03/900324"" target=""_blank"">PAD009862939 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300847"" target=""_blank"">Henderson Road</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,No,,,,,1456
-74.593611,40.018056,,McGuire Air Force Base #1,47.2,NJ0570024018,201162,1563,2,New Jersey,Wrightstown,Burlington,NPL Site,-74.593611,40.018056,07/22/1999,10/22/1999,,0,,,"<a href=""https://semspub.epa.gov/src/document/02/363496"" target=""_blank"">NJ0570024018 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201162"" target=""_blank"">McGuire Air Force Base #1</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-07-22/pdf/99-18603.pdf"" target=""_blank"">07/22/1999 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-10-22/pdf/99-27537.pdf"" target=""_blank"">10/22/1999 (PDF)</a>",,,No,,,,,1457
-75.915281,40.119719,,Walsh Landfill,33.64,PAD980829527,301570,314,3,Pennsylvania,Honeybrook Township,Chester,NPL Site,-75.915281,40.119719,09/08/1983,09/21/1984,08/16/2006,977,,,"<a href=""https://semspub.epa.gov/src/document/03/900325"" target=""_blank"">PAD980829527 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301570"" target=""_blank"">Walsh Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,No,,,,,1458
-84.084306,39.726389,,Lammers Barrel,69.33,OHD981537582,504896,1664,5,Ohio,Beavercreek,Greene,NPL Site,-84.084306,39.726389,09/05/2002,09/29/2003,,0,,,"<a href=""https://semspub.epa.gov/src/document/05/633445"" target=""_blank"">OHD981537582 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0504896"" target=""_blank"">Lammers Barrel</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-09-05/pdf/02-22539.pdf"" target=""_blank"">09/05/2002 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-09-29/pdf/03-24406.pdf"" target=""_blank"">09/29/2003 (PDF)</a>",,,No,,,,,1459
-122.642136,47.578544,,Bremerton Gasworks,50,WAN001002907,1002907,1855,10,Washington,Bremerton,Kitsap,NPL Site,-122.642136,47.578544,09/16/2011,05/10/2012,,0,,,"<a href=""https://semspub.epa.gov/src/document/10/501000025"" target=""_blank"">WAN001002907 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1002907"" target=""_blank"">Bremerton Gasworks</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-09-16/pdf/2011-23651.pdf"" target=""_blank"">09/16/2011 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-05-10/pdf/2012-11289.pdf"" target=""_blank"">05/10/2012 (PDF)</a>",,,No,,,,,1460
-74.132194,40.747222,,Diamond Head Oil Refinery Div.,30,NJD092226000,200484,1604,2,New Jersey,Kearny,Hudson,NPL Site,-74.132194,40.747222,07/27/2000,09/05/2002,,0,,,"<a href=""https://semspub.epa.gov/src/document/02/363506"" target=""_blank"">NJD092226000 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200484"" target=""_blank"">Diamond Head Oil Refinery Div.</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-07-27/pdf/00-18903.pdf"" target=""_blank"">07/27/2000 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-09-05/pdf/02-22538.pdf"" target=""_blank"">09/05/2002 (PDF)</a>",,,No,,,,,1461
-73.150139,42.878061,,Burgess Brothers Landfill,52.58,VTD003965415,101450,1195,1,Vermont,Woodford,Bennington,NPL Site,-73.150139,42.878061,06/24/1988,03/31/1989,03/31/2000,684,,,"<a href=""https://semspub.epa.gov/src/document/01/75001183"" target=""_blank"">VTD003965415 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101450"" target=""_blank"">Burgess Brothers Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,No,,,,,1462
-75.098611,40.179719,,Raymark,53.42,PAD039017694,300894,315,3,Pennsylvania,Hatboro,Montgomery,NPL Site,-75.098611,40.179719,06/24/1988,10/04/1989,09/14/1995,323,,,"<a href=""https://semspub.epa.gov/src/document/03/900326"" target=""_blank"">PAD039017694 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300894"" target=""_blank"">Raymark</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,No,,,,,1463
-89.979161,35.18555,,North Hollywood Dump,0,TND980558894,403873,493,4,Tennessee,Memphis,Shelby,Deleted NPL Site,-89.979161,35.18555,12/30/1982,09/08/1983,07/01/1997,443,10/10/1997,12/31/1997,"<a href=""https://semspub.epa.gov/src/document/04/11121510"" target=""_blank"">TND980558894 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403873"" target=""_blank"">North Hollywood Dump</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-12-31/pdf/97-33743.pdf"" target=""_blank"">12/31/1997 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-10-10/pdf/97-26644.pdf"" target=""_blank"">10/10/1997 (PDF)</a>",,No,,,,,1464
-73.0647,40.7745,,"Goldisc Recordings, Inc.",33.39,NYD980768717,202239,219,2,New York,Holbrook,Suffolk,NPL Site,-73.0647,40.7745,10/15/1984,06/10/1986,09/30/1998,578,,,"<a href=""https://semspub.epa.gov/src/document/02/363583"" target=""_blank"">NYD980768717 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202239"" target=""_blank"">Goldisc Recordings, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,No,,,,,1465
-73.989167,40.804306,,Quanta Resources,50,NJD000606442,200034,1626,2,New Jersey,Edgewater,Bergen,NPL Site,-73.989167,40.804306,01/11/2001,09/05/2002,,0,,,"<a href=""https://semspub.epa.gov/src/document/02/363510"" target=""_blank"">NJD000606442 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200034"" target=""_blank"">Quanta Resources</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-01-11/pdf/01-563.pdf"" target=""_blank"">01/11/2001 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-09-05/pdf/02-22538.pdf"" target=""_blank"">09/05/2002 (PDF)</a>",,,No,,,,,1466
-73.266669,42.877781,,"Tansitor Electronics, Inc.",35.72,VTD000509174,101435,1213,1,Vermont,Bennington,Bennington,Deleted NPL Site,-73.266669,42.877781,06/24/1988,10/04/1989,10/01/1996,431,08/16/1999,09/29/1999,"<a href=""https://semspub.epa.gov/src/document/01/75001190"" target=""_blank"">VTD000509174 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101435"" target=""_blank"">Tansitor Electronics, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-09-29/pdf/99-25308.pdf"" target=""_blank"">09/29/1999 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-08-16/pdf/99-21008.pdf"" target=""_blank"">08/16/1999 (PDF)</a>",,No,,,,,1467
-75.228611,40.665831,,Industrial Lane,42.47,PAD980508493,301211,316,3,Pennsylvania,Williams Township,Northampton,NPL Site,-75.228611,40.665831,09/08/1983,09/21/1984,06/29/1999,605,,,"<a href=""https://semspub.epa.gov/src/document/03/900327"" target=""_blank"">PAD980508493 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301211"" target=""_blank"">Industrial Lane</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,No,,,,,1468
-84.531,39.429861,,"Armco Inc., Hamilton Plant",69.34,OHD074705930,504438,1670,5,Ohio,Hamilton,Butler,Proposed NPL Site,-84.531,39.429861,04/30/2003,,,0,,,"<a href=""https://semspub.epa.gov/src/document/05/633446"" target=""_blank"">OHD074705930 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0504438"" target=""_blank"">Armco Inc., Hamilton Plant</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-04-30/pdf/03-10649.pdf"" target=""_blank"">04/30/2003 (PDF)</a>",,,,,No,,,,,1469
-124.656711,48.388353,,Makah Reservation Warmhouse Beach Dump,50,WAN001002857,1002857,1883,10,Washington,Neah Bay,Clallam,NPL Site,-124.656711,48.388353,05/24/2013,12/12/2013,,0,,,"<a href=""https://semspub.epa.gov/src/document/10/501000026"" target=""_blank"">WAN001002857 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1002857"" target=""_blank"">Makah Reservation Warmhouse Beach Dump</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-05-24/pdf/2013-12326.pdf"" target=""_blank"">05/24/2013 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-12-12/pdf/2013-29350.pdf"" target=""_blank"">12/12/2013 (PDF)</a>",,,No,,,,,1470
-88.926389,35.381939,,Velsicol Chemical Corp. (Hardeman County),47.71,TND980559033,403886,494,4,Tennessee,Toone,Hardeman,NPL Site,-88.926389,35.381939,12/30/1982,09/08/1983,08/13/1998,525,,,"<a href=""https://semspub.epa.gov/src/document/04/11121511"" target=""_blank"">TND980559033 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403886"" target=""_blank"">Velsicol Chemical Corp. (Hardeman County)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,1471
-73.318491,40.760002,,"SMS Instruments, Inc.",37.32,NYD001533165,201325,220,2,New York,Deer Park,Suffolk,Deleted NPL Site,-73.318491,40.760002,10/15/1984,06/10/1986,01/31/1996,349,07/30/2010,09/13/2010,"<a href=""https://semspub.epa.gov/src/document/02/363584"" target=""_blank"">NYD001533165 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201325"" target=""_blank"">SMS Instruments, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-07-30/pdf/2010-18774.pdf"" target=""_blank"">09/13/2010 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-07-30/pdf/2010-18775.pdf"" target=""_blank"">07/30/2010 (PDF)</a>",,No,,,,,1472
-84.242222,39.350694,,Peters Cartridge Factory,50,OHD987051083,507087,1675,5,Ohio,Kings Mills,Warren,NPL Site,-84.242222,39.350694,04/30/2003,09/18/2012,09/16/2016,1185,,,"<a href=""https://semspub.epa.gov/src/document/05/633088"" target=""_blank"">OHD987051083 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507087"" target=""_blank"">Peters Cartridge Factory</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-04-30/pdf/03-10649.pdf"" target=""_blank"">04/30/2003 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-09-18/pdf/2012-22851.pdf"" target=""_blank"">09/18/2012 (PDF)</a>",,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,,1473
-75.362781,40.111389,,Tysons Dump,63.1,PAD980692024,301436,317,3,Pennsylvania,Upper Merion Township,Montgomery,NPL Site,-75.362781,40.111389,09/08/1983,09/21/1984,12/22/1997,505,,,"<a href=""https://semspub.epa.gov/src/document/03/900328"" target=""_blank"">PAD980692024 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301436"" target=""_blank"">Tysons Dump</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,No,,,,,1474
-117.194297,47.519528,,Grain Handling Facility at Freeman,50,WAN001003081,1003081,1905,10,Washington,Freeman,Spokane,NPL Site,-117.194297,47.519528,03/26/2015,09/30/2015,,0,,,"<a href=""https://semspub.epa.gov/src/document/10/501000027"" target=""_blank"">WAN001003081 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1003081"" target=""_blank"">Grain Handling Facility at Freeman</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2015-03-26/pdf/2015-06728.pdf"" target=""_blank"">03/26/2015 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2015-09-30/pdf/2015-24330.pdf"" target=""_blank"">09/30/2015 (PDF)</a>",,,No,,,,,1475
-74.402914,40.561564,,Woodbrook Road Dump,50,NJSFN0204260,204260,1648,2,New Jersey,South Plainfield,Middlesex,NPL Site,-74.402914,40.561564,09/13/2001,04/30/2003,,0,,,"<a href=""https://semspub.epa.gov/src/document/02/363515"" target=""_blank"">NJSFN0204260 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0204260"" target=""_blank"">Woodbrook Road Dump</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-13/pdf/01-22742.pdf"" target=""_blank"">09/13/2001 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-04-30/pdf/03-10648.pdf"" target=""_blank"">04/30/2003 (PDF)</a>",,,No,,,,,1476
-88.696111,35.867781,,Milan Army Ammunition Plant,58.15,TN0210020582,404147,495,4,Tennessee,Milan,"Carroll, Gibson",NPL Site,-88.696111,35.867781,10/15/1984,07/22/1987,07/25/2017,1192,,,"<a href=""https://semspub.epa.gov/src/document/04/11121512"" target=""_blank"">TN0210020582 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404147"" target=""_blank"">Milan Army Ammunition Plant</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,No,,,,,1477
-72.439719,43.226389,,BFI Sanitary Landfill (Rockingham),41.92,VTD980520092,101475,1214,1,Vermont,Rockingham,Windham,NPL Site,-72.439719,43.226389,06/24/1988,10/04/1989,09/26/1996,401,,,"<a href=""https://semspub.epa.gov/src/document/01/75001191"" target=""_blank"">VTD980520092 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101475"" target=""_blank"">BFI Sanitary Landfill (Rockingham)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,No,,,,,1478
-73.197781,42.922219,,Bennington Municipal Sanitary Landfill,49.07,VTD981064223,101493,1215,1,Vermont,Bennington,Bennington,NPL Site,-73.197781,42.922219,06/24/1988,03/31/1989,06/30/1999,612,,,"<a href=""https://semspub.epa.gov/src/document/01/75001192"" target=""_blank"">VTD981064223 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101493"" target=""_blank"">Bennington Municipal Sanitary Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,No,,,,,1479
-81.617472,41.092839,,Copley Square Plaza,50,OH0000563122,507548,1728,5,Ohio,Copley,Summit,NPL Site,-81.617472,41.092839,09/23/2004,04/27/2005,,0,,,"<a href=""https://semspub.epa.gov/src/document/05/633452"" target=""_blank"">OH0000563122 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507548"" target=""_blank"">Copley Square Plaza</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-09-23/pdf/04-21387.pdf"" target=""_blank"">09/23/2004 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-04-27/pdf/05-8321.pdf"" target=""_blank"">04/27/2005 (PDF)</a>",,,No,,,,,1480
-73.4077,40.7538,,"Tronic Plating Co., Inc.",45.14,NYD002059517,201346,221,2,New York,Farmingdale,Suffolk,Deleted NPL Site,-73.4077,40.7538,10/15/1984,06/10/1986,09/27/1993,198,08/14/2001,10/15/2001,"<a href=""https://semspub.epa.gov/src/document/02/363585"" target=""_blank"">NYD002059517 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201346"" target=""_blank"">Tronic Plating Co., Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-08-14/pdf/01-20255.pdf"" target=""_blank"">10/15/2001 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-08-14/pdf/01-20256.pdf"" target=""_blank"">08/14/2001 (PDF)</a>",,No,,,,,1481
-77.6444,39.9957,,Letterkenny Army Depot (SE Area),34.21,PA6213820503,302467,318,3,Pennsylvania,Chambersburg,Franklin,NPL Site,-77.6444,39.9957,10/15/1984,07/22/1987,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900329"" target=""_blank"">PA6213820503 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302467"" target=""_blank"">Letterkenny Army Depot (SE Area)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,,1482
-89.356939,42.946389,,City Disposal Corp. Landfill,36.84,WID980610646,505117,707,5,Wisconsin,Dunn,Dane,NPL Site,-89.356939,42.946389,09/08/1983,09/21/1984,06/23/2000,691,,,"<a href=""https://semspub.epa.gov/src/document/05/633659"" target=""_blank"">WID980610646 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0505117"" target=""_blank"">City Disposal Corp. Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,No,,,,,1483
-74.319444,40.486111,,Atlantic Resources Corporation,50,NJD981558430,201116,1649,2,New Jersey,Sayreville,Middlesex,NPL Site,-74.319444,40.486111,09/13/2001,09/05/2002,07/25/2022,1234,,,"<a href=""https://semspub.epa.gov/src/document/02/363516"" target=""_blank"">NJD981558430 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201116"" target=""_blank"">Atlantic Resources Corporation</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-13/pdf/01-22742.pdf"" target=""_blank"">09/13/2001 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-09-05/pdf/02-22538.pdf"" target=""_blank"">09/05/2002 (PDF)</a>",,,No,,,,,1484
-88.8355,35.61,,"American Creosote Works, Inc. (Jackson Plant)",35.22,TND007018799,403623,496,4,Tennessee,Jackson,Madison,NPL Site,-88.8355,35.61,10/15/1984,06/10/1986,05/24/2000,686,,,"<a href=""https://semspub.epa.gov/src/document/04/11121513"" target=""_blank"">TND007018799 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403623"" target=""_blank"">American Creosote Works, Inc. (Jackson Plant)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,No,,,,,1485
-73.26575,42.797167,,Pownal Tannery,50,VTD069910354,101463,1529,1,Vermont,Pownal,Bennington,NPL Site,-73.26575,42.797167,09/29/1998,01/19/1999,09/30/2004,925,,,"<a href=""https://semspub.epa.gov/src/document/01/75001216"" target=""_blank"">VTD069910354 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101463"" target=""_blank"">Pownal Tannery</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-09-29/pdf/98-25890.pdf"" target=""_blank"">09/29/1998 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-01-19/pdf/99-1020.pdf"" target=""_blank"">01/19/1999 (PDF)</a>",,,No,,,,,1486
-84.219444,39.729444,,South Dayton Dump & Landfill,48.63,OHD980611388,504661,1730,5,Ohio,Moraine,Montgomery,Proposed NPL Site,-84.219444,39.729444,09/23/2004,,,0,,,"<a href=""https://semspub.epa.gov/src/document/05/633454"" target=""_blank"">OHD980611388 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0504661"" target=""_blank"">South Dayton Dump & Landfill</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-09-23/pdf/04-21387.pdf"" target=""_blank"">09/23/2004 (PDF)</a>",,,,,No,,,,,1487
-74.038889,41.688061,,Hertel Landfill,33.62,NYD980780779,202267,222,2,New York,Plattekill,Ulster,NPL Site,-74.038889,41.688061,10/15/1984,06/10/1986,02/15/2005,930,,,"<a href=""https://semspub.epa.gov/src/document/02/363586"" target=""_blank"">NYD980780779 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202267"" target=""_blank"">Hertel Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,No,,,,,1488
-88.623889,42.631669,,Delavan Municipal Well #4,28.9,WID980820062,505165,708,5,Wisconsin,Delavan,Walworth,NPL Site,-88.623889,42.631669,09/08/1983,09/21/1984,09/28/2000,743,,,"<a href=""https://semspub.epa.gov/src/document/05/633660"" target=""_blank"">WID980820062 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0505165"" target=""_blank"">Delavan Municipal Well #4</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,No,,,,,1489
